id;message;category
1390;Le ventilateur interne fait un bruit de roulement inquiétant;problème technique
1391;Avez-vous une version de ce logiciel compatible avec Mac;question produit
1392;Service de dépannage à domicile très professionnel;autre
1393;Produit retourné selon la procédure mais pas encore remboursé;réclamation
1394;Les fichiers vidéo ne se lisent plus correctement depuis hier;problème technique
1395;Cette caméra peut-elle enregistrer en 4K avec stabilisation;question produit
1396;Très bonne surprise avec la qualité de ce produit d'entrée de gamme;autre
1397;Délai de rétractation dépassé à cause d'un retard de livraison;réclamation
1398;Le mode nuit de l'appareil photo ne fonctionne plus;problème technique
1399;Combien de temps faut-il pour recevoir une pièce de rechange;question produit
1400;Bravo pour votre politique environnementale et emballages recyclables;autre
1401;Article endommagé pendant le transport, emballage insuffisant;réclamation
1402;La reconnaissance vocale ne comprend plus mes commandes habituelles;problème technique
1403;Ce modèle de robot existe-t-il avec une base de chargement automatique;question produit
1404;Excellent suivi de commande avec notifications en temps réel;autre
1405;Prélèvement bancaire effectué avant même l'expédition du produit;réclamation
1406;L'application mobile ne synchronise plus les données avec la version web;problème technique
1407;Cette enceinte peut-elle être connectée en stéréo avec une seconde identique;question produit
1408;Merci pour votre flexibilité sur les horaires de livraison;autre
1409;Garantie refusée car soi-disant mauvaise utilisation sans justification;réclamation
1410;Le clavier virtuel ne s'affiche plus sur l'écran tactile;problème technique
1411;Y a-t-il des frais cachés pour l'activation de ce service;question produit
1412;Personnel en magasin très compétent et de bon conseil;autre
1413;Commande annulée unilatéralement alors que le paiement était validé;réclamation
1414;La batterie se décharge complètement en moins de 2 heures d'utilisation;problème technique
1415;Ce produit est-il livré avec tous les câbles nécessaires;question produit
1416;Processus de retour très simple et efficace;autre
1417;Différence importante entre la photo du site et le produit reçu;réclamation
1418;L'écran reste figé sur le logo de démarrage depuis ce matin;problème technique
1419;Proposez-vous un service de configuration à domicile;question produit
1420;Très satisfait de la rapidité de traitement de ma réclamation;autre
1421;Produit reçu avec la mauvaise référence malgré une commande claire;réclamation
1422;Le micro ne capte le son que si on parle très fort;problème technique
1423;Cette tablette est-elle fournie avec un clavier détachable;question produit
1424;Excellent rapport qualité-prix, je recommande vivement;autre
1425;Service client injoignable depuis 3 jours malgré plusieurs tentatives;réclamation
1426;L'imprimante affiche un message d'erreur papier alors que le bac est plein;problème technique
1427;Quelle est la résolution maximale supportée par cet écran;question produit
1428;Livraison plus rapide que prévu, merci pour l'efficacité;autre
1429;Article défectueux remplacé par un autre article tout aussi défectueux;réclamation
1430;Le Wi-Fi ne fonctionne que très près de la box Internet;problème technique
1431;Ce modèle de casque dispose-t-il d'une réduction de bruit active;question produit
1432;Équipe SAV très à l'écoute et solutions proposées rapidement;autre
1433;Frais de dossier prélevés sans avoir été mentionnés lors de la commande;réclamation
1434;L'appareil s'éteint automatiquement au bout de quelques minutes d'utilisation;problème technique
1435;Cette montre est-elle étanche pour la natation en piscine;question produit
1436;Merci pour le geste commercial suite à mes désagréments;autre
1437;Colis livré chez le voisin sans autorisation ni signature;réclamation
1438;Impossible de configurer le réseau WiFi avec les paramètres fournis;problème technique
1439;Avez-vous des housses de transport adaptées à ce matériel;question produit
1440;Service de réparation express très efficace, produit comme neuf;autre
1441;Remboursement partiel au lieu du remboursement total demandé;réclamation
1442;Le capteur d'empreintes digitales ne reconnaît plus mon doigt;problème technique
1443;Ce smartphone prend-il en charge la charge rapide sans fil;question produit
1444;Très bonne communication tout au long du processus de commande;autre
1445;Produit en panne le lendemain de la fin de garantie constructeur;réclamation
1446;L'écran affiche des pixels morts dans le coin inférieur gauche;problème technique
1447;Proposez-vous une formation à l'utilisation de ce logiciel professionnel;question produit
1448;Parfait pour mon usage, exactement les fonctionnalités attendues;autre
1449;Erreur de livraison, j'ai reçu la commande de quelqu'un d'autre;réclamation
1450;Le mode veille ne fonctionne plus, l'appareil reste allumé en permanence;problème technique
1451;Cette imprimante peut-elle imprimer recto-verso automatiquement;question produit
1452;Site web très ergonomique, recherche de produits facilitée;autre
1453;Délai de réparation sous garantie largement dépassé sans nouvelles;réclamation
1454;Les paramètres se remettent par défaut à chaque redémarrage;problème technique
1455;Y a-t-il une version professionnelle de ce logiciel avec plus de fonctionnalités;question produit
1456;Merci pour l'aide personnalisée dans le choix de ma configuration;autre
1457;Produit arrivé en plusieurs fois alors qu'il s'agissait d'un seul article;réclamation
1458;La connexion USB ne se fait plus, port apparemment défaillant;problème technique
1459;Ce disque dur externe est-il compatible avec les anciens systèmes;question produit
1460;Très bon accompagnement pour la migration de mes données;autre
1461;Facture erronée avec des options non commandées et facturées;réclamation
1462;L'autonomie annoncée ne correspond pas du tout à l'utilisation réelle;problème technique
1463;Cette caméra de surveillance peut-elle fonctionner sans connexion Internet;question produit
1464;Équipe logistique très professionnelle pour la livraison spéciale;autre
1465;Article retourné dans les temps mais remboursement toujours en attente;réclamation
1466;Le Bluetooth se déconnecte dès qu'un appel téléphonique arrive;problème technique
1467;Combien d'appareils peuvent être connectés simultanément sur ce routeur;question produit
1468;Excellent service de personnalisation du produit selon mes besoins;autre
1469;Garantie commerciale non respectée malgré les conditions remplies;réclamation
1470;L'écran scintille uniquement quand l'appareil chauffe;problème technique
1471;Ce produit peut-il être utilisé à l'étranger avec un adaptateur;question produit
1472;Très content de la réactivité pour traiter ma demande urgente;autre
1473;Colis endommagé pendant le transport, produit inutilisable à l'arrivée;réclamation
1474;La fonction GPS consomme anormalement la batterie depuis la mise à jour;problème technique
1475;Existe-t-il une version plus compacte de ce même produit;question produit
1476;Merci pour le conseil technique qui m'a évité un achat inadapté;autre
1477;Service après-vente qui ne tient pas ses engagements de délai;réclamation
1478;L'application plante systématiquement lors de l'export des données;problème technique
1479;Cette enceinte Bluetooth a-t-elle une fonction mains libres pour téléphoner;question produit
1480;Parfaite prise en charge de ma demande de personnalisation;autre
1481;Produit commandé en promotion mais facturé au prix normal;réclamation
1482;Le pavé tactile ne répond plus aux gestes multi-touch;problème technique
1483;Proposez-vous un service de reprise de l'ancien matériel;question produit
1484;Très bonne expérience d'achat en ligne, interface claire;autre
1485;Délai de livraison modifié après validation de la commande;réclamation
1486;L'écran devient completement blanc après quelques minutes d'utilisation;problème technique
1487;Ce modèle d'aspirateur dispose-t-il d'un filtre HEPA;question produit
1488;Conseiller très patient pour expliquer les différentes options;autre
1489;Produit reçu sans notice d'utilisation ni CD d'installation;réclamation
1490;La molette de défilement de la souris ne fonctionne que par à-coups;problème technique
1491;Y a-t-il une garantie sur la durée de vie de la batterie;question produit
1492;Merci pour la solution de financement proposée;autre
1493;Commande passée en urgence mais traitée comme une commande normale;réclamation
1494;Le micro-casque grésille dès que le volume dépasse 50%;problème technique
1495;Cette tablette graphique est-elle compatible avec Photoshop;question produit
1496;Service de dépannage à distance très efficace et rapide;autre
1497;Article en promotion épuisé juste après avoir validé mon panier;réclamation
1498;L'appareil photo intégré ne fait plus la mise au point correctement;problème technique
1499;Combien coûte une extension de garantie de 2 ans supplémentaires;question produit
1500;Très satisfait du SAV qui a trouvé une solution à mon problème;autre
1501;Frais de retour à ma charge alors que le produit était défectueux;réclamation
1502;La reconnaissance faciale ne fonctionne plus depuis la dernière mise à jour;problème technique
1503;Ce router supporte-t-il le WiFi 6 et combien d'appareils maximum;question produit
1504;Excellente réactivité pour le remplacement du produit défaillant;autre
1505;Livraison reportée 3 fois sans explication valable;réclamation
1506;Les haut-parleurs grésillent uniquement sur les fréquences graves;problème technique
1507;Cette imprimante peut-elle imprimer des photos en format A3;question produit
1508;Merci pour la livraison soignée, emballage parfait;autre
1509;Produit reçu sans les accessoires mentionnés dans la description;réclamation
1510;L'écran tactile ne répond que dans certaines zones;problème technique
1511;Avez-vous des étuis étanches compatibles avec ce smartphone;question produit
1512;Personnel très compétent en magasin pour le choix technique;autre
1513;Garantie refusée car étiquette de garantie prétendument endommagée;réclamation
1514;Le lecteur de carte SD ne reconnaît plus aucune carte;problème technique
1515;Ce produit est-il certifié pour un usage médical;question produit
1516;Très bon suivi client avec des nouvelles régulères;autre
1517;Article commandé en double à cause d'un bug sur votre site;réclamation
1518;L'interface utilisateur reste bloquée sur l'écran de chargement;problème technique
1519;Cette caméra dispose-t-elle d'un zoom optique ou uniquement numérique;question produit
1520;Équipe commerciale très professionnelle pour négocier le tarif;autre
1521;Délai de rétractation non respecté, impossible de retourner le produit;réclamation
1522;La fonction réveil ne marche plus, l'appareil ne s'allume plus automatiquement;problème technique
1523;Combien de couleurs différentes sont disponibles pour ce modèle;question produit
1524;Merci pour votre flexibilité sur les modalités de paiement;autre
1525;Produit défectueux échangé contre un modèle reconditionné sans accord;réclamation
1526;Le flash de l'appareil photo ne se déclenche plus;problème technique
1527;Cette enceinte peut-elle être alimentée sur batterie ou secteur;question produit
1528;Service de montage à domicile très professionnel;autre
1529;Commande expédiée avec 10 jours de retard sans compensation;réclamation
1530;L'écran clignote de façon aléatoire depuis quelques jours;problème technique
1531;Y a-t-il une télécommande fournie avec ce dispositif;question produit
1532;Parfait, produit conforme à mes attentes et bien emballé;autre
1533;Erreur dans l'adresse de facturation malgré les informations correctes fournies;réclamation
1534;Le port HDMI ne transmet plus le signal vidéo;problème technique
1535;Ce casque de réalité virtuelle nécessite-t-il un PC puissant;question produit
1536;Très bonne prise en charge de ma demande de modification de commande;autre
1537;Article reçu avec la mauvaise couleur, commande non respectée;réclamation
1538;La batterie ne tient plus la charge au-delà de 30 minutes;problème technique
1539;Cette montre connectée est-elle compatible avec iPhone et Android;question produit
1540;Merci pour les conseils d'entretien fournis avec le produit;autre
1541;Produit en panne récurrente, 3ème échange en 6 mois;réclamation
1542;Le GPS donne des itinéraires complètement aberrants depuis la mise à jour;problème technique
1543;Proposez-vous un service de location courte durée pour ce matériel;question produit
1544;Excellent service client, réponse rapide et solution efficace;autre
1545;Frais de livraison facturés alors que la commande était éligible à la gratuité;réclamation
1546;L'écran reste allumé en permanence, impossible de le mettre en veille;problème technique
1547;Cette imprimante accepte-t-elle les papiers de grammage élevé;question produit
1548;Très content de la formation dispensée pour utiliser le logiciel;autre
1549;Remboursement effectué sur la mauvaise carte bancaire;réclamation
1550;La molette de volume ne fonctionne que dans un sens;problème technique
1551;Y a-t-il une version sans abonnement de ce service;question produit
1552;Parfaite gestion de ma commande urgente pour un événement;autre
1553;Article marqué comme livré mais jamais reçu à mon domicile;réclamation
1554;L'appareil surchauffe anormalement lors d'une utilisation normale;problème technique
1555;Ce produit peut-il être contrôlé via une application smartphone;question produit
1556;Merci pour le geste commercial suite au retard de livraison;autre
1557;Garantie étendue non activée malgré le paiement de l'option;réclamation
1558;Le microphone intégré ne capte le son que d'un côté;problème technique
1559;Cette caméra de surveillance peut-elle envoyer des alertes par email;question produit
1560;Service de réparation express très satisfaisant;autre
1561;Colis livré en parfait état mais contenu incomplet;réclamation
1562;L'écran affiche des lignes verticales colorées de façon intermittente;problème technique
1563;Combien de temps faut-il pour la première charge complète;question produit
1564;Très bonne qualité des matériaux utilisés, produit robuste;autre
1565;Délai de livraison annoncé non respecté pour la 3ème fois consécutive;réclamation
1566;La fonction de géolocalisation ne fonctionne plus correctement;problème technique
1567;Ce modèle de drone a-t-il un mode de vol automatique;question produit
1568;Équipe technique très réactive pour résoudre les problèmes de configuration;autre
1569;Produit retourné sous garantie mais réparation facturée;réclamation
1570;Le pavé numérique ne saisit que des caractères aléatoires;problème technique
1571;Cette enceinte peut-elle être utilisée comme réveil avec programmation;question produit
1572;Merci pour la possibilité de payer en plusieurs fois sans frais;autre
1573;Article commandé en urgence livré après la date limite nécessaire;réclamation
1574;L'écran tactile ne répond plus dans la partie centrale;problème technique
1575;Y a-t-il un mode d'emploi détaillé disponible en ligne;question produit
1576;Parfaite coordination entre les équipes commerciale et technique;autre
1577;Facture de réparation hors garantie plus chère que l'achat d'un produit neuf;réclamation
1578;La connexion Bluetooth se coupe dès qu'on s'éloigne de quelques mètres;problème technique
1579;Ce casque gaming dispose-t-il d'un micro antibruit intégré;question produit
1580;Très satisfait de la personnalisation du produit selon mes besoins;autre
1581;Service client qui promet des rappels mais ne rappelle jamais;réclamation
1582;L'appareil ne s'allume plus après avoir été en charge toute la nuit;problème technique
1583;Existe-t-il des coques de protection transparentes pour ce modèle;question produit
1584;Excellent conseils pour choisir les accessoires compatibles;autre
1585;Commande annulée par erreur puis facturée malgré l'annulation;réclamation
1586;Le lecteur de code-barres ne lit plus aucun code depuis hier;problème technique
1587;Cette tablette peut-elle lire les vidéos en streaming 4K;question produit
1588;Merci pour la prise en charge rapide de ma réclamation;autre
1589;Produit livré avec des rayures visibles sur l'écran;réclamation
1590;La fonction dictée vocale ne reconnaît plus ma voix correctement;problème technique
1591;Combien d'heures d'autonomie en lecture vidéo pour cette tablette;question produit
1592;Service de livraison express très ponctuel et soigné;autre
1593;Erreur de prix affiché sur le site, facturé plus cher lors du paiement;réclamation
1594;L'imprimante bourre le papier à chaque tentative d'impression;problème technique
1595;Ce produit est-il recyclable en fin de vie;question produit
1596;Très bonne assistance technique par téléphone;autre
1597;Article en rupture de stock après validation et paiement de la commande;réclamation
1598;L'écran s'éteint automatiquement au bout de 10 secondes malgré les réglages;problème technique
1599;Cette caméra peut-elle enregistrer en continu sur carte SD;question produit
1600;Parfait emballage cadeau pour une livraison offerte;autre
1601;Délai de réparation annoncé à 5 jours, réalisée en 3 semaines;réclamation
1602;Le capteur de luminosité ne s'adapte plus automatiquement;problème technique
1603;Y a-t-il une garantie constructeur distincte de la garantie légale;question produit
1604;Merci pour l'accompagnement personnalisé dans mon projet;autre
1605;Produit reçu avec des composants manquants malgré un emballage intact;réclamation
1606;La souris sans fil a une latence importante dans les jeux;problème technique
1607;Ce routeur peut-il gérer un réseau invité séparé;question produit
1608;Très bon rapport qualité prix, je recommande sans hésiter;autre
1609;Garantie annulée pour non-respect des conditions alors qu'elles étaient respectées;réclamation
1610;L'écran affiche une image déformée uniquement en mode paysage;problème technique
1611;Cette imprimante peut-elle imprimer depuis un smartphone;question produit
1612;Service client très patient avec mes nombreuses questions;autre
1613;Colis endommagé pendant le transport, plusieurs pièces cassées;réclamation
1614;La fonction de sauvegarde automatique ne fonctionne plus;problème technique
1615;Avez-vous des accessoires de nettoyage spécifiques pour ce produit;question produit
1616;Parfaite coordination pour la livraison à date fixe;autre
1617;Produit défectueux remplacé par un modèle inférieur sans compensation;réclamation
1618;Le micro ne fonctionne que si on appuie fort sur le bouton;problème technique
1619;Cette enceinte peut-elle être connectée en cascade avec d'autres;question produit
1620;Merci pour la démonstration en magasin avant l'achat;autre
1621;Frais de dossier prélevés en plus du prix affiché;réclamation
1622;L'appareil redémarre intempestivement plusieurs fois par jour;problème technique
1623;Y a-t-il une application dédiée pour contrôler ce dispositif;question produit
1624;Excellent service de configuration à domicile;autre
1625;Article livré avec 2 semaines de retard sans geste commercial;réclamation
1626;L'écran tactile ne répond qu'après plusieurs pressions insistantes;problème technique
1627;Ce casque peut-il être utilisé avec un amplificateur externe;question produit
1628;Très satisfait de la qualité de fabrication du produit;autre
1629;Remboursement partiel au lieu du remboursement intégral demandé;réclamation
1630;La batterie se décharge même quand l'appareil est éteint;problème technique
1631;Cette caméra dispose-t-elle d'un mode de prise de vue nocturne;question produit
1632;Merci pour la flexibilité sur les dates de livraison;autre
1633;Service après-vente injoignable malgré de nombreuses tentatives;réclamation
1634;Le WiFi ne se connecte qu'en restant très proche de la box;problème technique
1635;Combien pèse exactement ce modèle avec tous les accessoires;question produit
1636;Personnel en magasin très serviable et de bon conseil;autre
1637;Erreur de référence, produit reçu ne correspond pas à la commande;réclamation
1638;L'écran reste figé sur l'image précédente pendant quelques secondes;problème technique
1639;Cette imprimante prend-elle en charge l'impression mobile;question produit
1640;Très bonne réactivité pour traiter une commande urgente;autre
1641;Garantie refusée car produit prétendument mal utilisé;réclamation
1642;La fonction de reconnaissance vocale ne comprend plus mes commandes;problème technique
1643;Y a-t-il des housses de transport rigides pour ce matériel fragile;question produit
1644;Parfait suivi de la réparation avec informations régulières;autre
1645;Article expédié mais jamais arrivé, transporteur ne retrouve pas le colis;réclamation
1646;Le port USB ne reconnaît plus aucun périphérique connecté;problème technique
1647;Ce produit peut-il fonctionner de manière autonome sans ordinateur;question produit
1648;Merci pour les conseils d'utilisation optimale du produit;autre
1649;Bonjour, j'ai commandé une imprimante laser il y a trois semaines et elle imprime avec des lignes verticales sur toutes les pages. J'ai essayé de nettoyer les têtes d'impression selon le manuel mais le problème persiste. Pourriez-vous m'indiquer la marche à suivre pour un échange ?;problème technique
1650;Je suis très satisfait de mon récent achat de tablette graphique. La livraison était rapide et l'emballage soigné. Je recommanderai certainement votre boutique à mes collègues artistes. Continuez ce niveau de service !;autre
1651;Ma commande passée le 15 novembre dernier n'est toujours pas arrivée malgré vos promesses de livraison sous 48h. J'ai un événement important ce weekend et j'ai absolument besoin de ces accessoires photo. Que comptez-vous faire pour rattraper ce retard ?;réclamation
1652;Est-ce que votre nouveau modèle de smartphone Android supporte la recharge sans fil rapide 50W ? J'aimerais aussi savoir s'il est compatible avec les chargeurs Qi standard de génération précédente ou s'il faut acheter un accessoire spécifique ?;question produit
1653;"Depuis la dernière mise à jour de votre application mobile, impossible de synchroniser mes données de santé avec Google Fit. L'erreur qui s'affiche est ""connexion interrompue"" même avec une connexion WiFi stable. Avez-vous une solution temporaire ?";problème technique
1654;Votre équipe technique a résolu mon problème de connexion en moins de 2 heures hier soir. Un grand merci à Thomas qui a été patient et professionnel. Ce genre de service fait vraiment la différence dans le choix d'un fournisseur !;autre
1655;J'ai reçu une facture de 287€ alors que ma commande initiale était de 199€. En vérifiant, je constate des frais de livraison express que je n'ai jamais demandés et une assurance optionnelle non souhaitée. Je demande une correction immédiate;réclamation
1656;Le casque Bluetooth que j'ai acheté la semaine dernière présente une autonomie décevante : à peine 6 heures au lieu des 24 annoncées. De plus, la qualité audio en appel est très médiocre avec des grésillements constants. Que proposez-vous ?;problème technique
1657;Proposez-vous des formations personnalisées pour apprendre à utiliser efficacement votre logiciel de comptabilité ? Mon équipe de 8 personnes aurait besoin d'une session d'une journée avec support technique intégré et documentation française;autre
1658;Quelle est la température de fonctionnement maximale supportée par votre serveur NAS professionnel ? Nous envisageons une installation dans un local technique non climatisé où la température peut atteindre 35°C en été;question produit
1659;Le technicien envoyé pour l'installation de ma climatisation a endommagé le carrelage de ma terrasse et refuse d'assumer sa responsabilité. Votre entreprise doit prendre ses responsabilités et réparer les dégâts causés par négligence;réclamation
1660;Mon écran gaming 27 pouces affiche des pixels morts dans le coin supérieur droit depuis deux jours. C'est très gênant pendant les sessions de jeu en ligne. Le problème s'aggrave progressivement avec maintenant une dizaine de points défaillants;problème technique
1661;Je travaille dans l'événementiel et j'organise régulièrement des salons professionnels. Auriez-vous des tarifs préférentiels pour des commandes importantes de matériel audiovisuel ? Je parle de 20-30 écrans et systèmes sonore par événement;autre
1662;Ce nouveau téléphone est-il livré avec un câble USB-C vers Lightning pour transférer les données depuis mon ancien iPhone ? Et la capacité de stockage de 256Go est-elle extensible via carte micro-SD ou faut-il prévoir plus dès l'achat ?;question produit
1663;La garantie de mon réfrigérateur américain expire dans un mois et il commence à faire des bruits inquiétants au niveau du compresseur. Puis-je bénéficier d'une intervention préventive avant l'expiration ou dois-je attendre une panne complète ?;réclamation
1664;L'application de gestion domotique plante systématiquement quand j'essaie d'ajouter un nouveau périphérique Zigbee. J'ai déjà réinitialisé le hub central et mis à jour le firmware mais rien n'y fait. Avez-vous identifié ce bug ?;problème technique
1665;Félicitations pour votre nouvelle gamme de produits écologiques ! En tant que responsable RSE dans mon entreprise, je suis ravi de voir votre engagement environnemental. Pourrions-nous envisager un partenariat commercial durable ?;autre
1666;Votre aspirateur robot prétend nettoyer 150m² en une charge mais il s'arrête au bout de 45 minutes sur ma surface de 80m². La cartographie semble défaillante car il repasse plusieurs fois aux mêmes endroits en ignorant certaines zones;problème technique
1667;"Suite à mon retour produit effectué il y a 15 jours selon votre procédure, je n'ai toujours reçu aucune confirmation de réception ni de remboursement. Le numéro de suivi indique ""livré"" à votre entrepôt depuis 10 jours. Où en est mon dossier ?";réclamation
1668;Ce modèle de trottinette électrique est-il homologué pour circuler sur les pistes cyclables en France ? Quelle est son autonomie réelle avec un utilisateur de 75kg sur terrain légèrement vallonné ? Et dispose-t-elle d'un système antivol intégré ?;question produit
1669;Depuis l'installation de votre nouvelle box internet, ma connexion se coupe plusieurs fois par jour nécessitant un redémarrage manuel du modem. Le problème n'existait pas avec l'ancien matériel. Votre support technique peut-il intervenir à domicile ?;problème technique
1670;Je gère une association sportive et nous cherchons un sponsor pour équiper nos 3 équipes junior. En échange, votre logo apparaîtrait sur nos maillots et nous pourrions organiser une démonstration de vos produits lors de nos tournois;autre
1671;Ma machine à café expresso a développé une fuite au niveau du réservoir d'eau après seulement 8 mois d'utilisation normale. C'est inacceptable pour un appareil de cette gamme de prix. Je souhaite un remplacement immédiat, pas une réparation;réclamation
1672;"Le logiciel de retouche photo que j'ai acheté refuse de s'ouvrir sur macOS Ventura avec le message d'erreur ""application endommagée"". J'ai téléchargé 3 fois le fichier d'installation et désactivé temporairement la protection système sans succès";problème technique
1673;Organisez-vous des ateliers découverte pour vos nouveaux produits connectés ? Ma mère de 78 ans souhaiterait s'initier aux objets intelligents mais elle a besoin d'accompagnement personnalisé pour comprendre le fonctionnement;autre
1674;Cette caméra de sécurité peut-elle enregistrer en vision nocturne sur une distance de 15 mètres ? Et combien de jours d'enregistrement peut stocker la carte mémoire de 128Go incluse en qualité HD ? Y a-t-il une application mobile dédiée ?;question produit
1675;Le livreur a abandonné mon colis de matériel informatique fragile devant ma porte d'entrée sans sonner, alors que j'étais présent. Résultat : la carte graphique de 600€ est endommagée. Votre transporteur doit assumer cette négligence caractérisée;réclamation
1676;Mon ordinateur portable chauffe énormément depuis l'installation de votre logiciel de sécurité, au point que le ventilateur tourne en permanence à plein régime. L'autonomie de la batterie a aussi chuté de moitié. Y a-t-il un conflit connu ?;problème technique
1677;En tant que streamer professionnel, je cherche un partenariat pour promouvoir vos périphériques gaming auprès de ma communauté de 50000 followers. Mes statistiques d'engagement sont excellentes et je pourrais organiser des concours exclusifs;autre
1678;Quelle est la différence technique précise entre votre modèle Pro et Standard de cette enceinte connectée ? Le prix justifie-t-il vraiment l'écart ou s'agit-il principalement de fonctionnalités marketing ? J'hésite entre les deux versions;question produit
1679;Votre service de réparation express m'avait garanti une intervention sous 24h pour mon lave-vaisselle en panne. Cela fait maintenant 4 jours et aucun technicien ne s'est présenté malgré mes relances téléphoniques quotidiennes. C'est inadmissible;réclamation
1680;La fonction de reconnaissance faciale de ma caméra connectée ne fonctionne plus depuis la mise à jour firmware 2.1.4. Elle détecte bien les mouvements mais n'identifie plus les visages enregistrés, déclenchant des alertes pour mes propres enfants;problème technique
1681;Bravo pour votre initiative de recyclage des anciens appareils ! J'ai apporté mon vieux smartphone dans votre magasin et le processus était très simple. Ce genre d'action citoyenne devrait être généralisé dans tous les secteurs d'activité;autre
1682;Ce modèle de montre connectée est-il étanche jusqu'à 50 mètres de profondeur réelle ou s'agit-il d'une équivalence de pression ? Je pratique la plongée sous-marine et j'ai besoin d'une résistance effective à la pression et à l'eau salée;question produit
1683;Ma commande de mobilier de bureau était censée être livrée et montée par vos équipes. Or, ils ont simplement déposé les cartons sans effectuer l'assemblage prévu et facturé. Je demande soit le remboursement du service soit l'intervention promise;réclamation
1684;Mon disque dur externe de sauvegarde n'est plus reconnu par aucun ordinateur depuis hier. Le voyant s'allume mais aucun système d'exploitation ne le détecte. Il contient 5 ans de photos de famille irremplaçables. Existe-t-il une solution de récupération ?;problème technique
1685;Je représente une startup dans le domaine de la santé digitale et nous recherchons des partenaires technologiques fiables. Vos solutions pourraient parfaitement s'intégrer dans notre écosystème. Pourriez-vous me mettre en relation avec votre service B2B ?;autre
1686;Quelle est la consommation électrique annuelle approximative de ce réfrigérateur combiné en usage familial normal ? Et dispose-t-il d'un mode économique pour réduire la facture énergétique pendant les absences prolongées comme les vacances ?;question produit
1687;Le technicien venu réparer ma chaudière a cassé un carreau de ma véranda en manipulant son matériel. Il a reconnu les faits mais votre assurance refuse de prendre en charge les dégâts sous prétexte que ce n'est pas lié à l'intervention principale;réclamation
1688;Depuis l'installation de votre antivirus, mon ordinateur met 10 minutes à démarrer contre 30 secondes auparavant. De plus, plusieurs logiciels légitimes sont bloqués par erreur malgré leur ajout à la liste d'exceptions. Comment optimiser ces paramètres ?;problème technique
1689;Votre service client téléphonique est remarquable ! Sarah a pris le temps d'expliquer toutes les fonctionnalités de mon nouvel appareil et m'a même rappelé pour vérifier que tout fonctionnait correctement. Ce professionnalisme mérite d'être souligné;autre
1690;Cette imprimante 3D peut-elle utiliser des filaments de marques tierces ou est-elle verrouillée sur vos consommables exclusifs ? Quelle est la précision maximale d'impression et les dimensions de l'objet le plus volumineux réalisable en une seule fois ?;question produit
1691;J'ai payé un supplément de 35€ pour une livraison garantie avant 13h et mon colis est arrivé à 17h30. Je demande le remboursement intégral de cette option non respectée plus un geste commercial pour le désagrément causé à ma planification;réclamation
1692;L'écran de ma tablette présente des zones tactiles mortes depuis une chute mineure d'une hauteur de 30cm. La coque de protection était pourtant installée. Le tactile ne répond plus dans la partie gauche, rendant certaines applications inutilisables;problème technique
1693;En tant que professeur de technologie, j'aimerais faire découvrir vos innovations à mes élèves de terminale. Seriez-vous disposés à organiser une présentation dans notre lycée ou à nous accueillir pour une visite de vos locaux de développement ?;autre
1694;Ce modèle de vélo électrique supporte-t-il un poids maximal de 120kg utilisateur plus 15kg de bagages ? L'assistance se coupe-t-elle automatiquement à 25km/h selon la réglementation européenne ? Et quelle est l'autonomie en mode assistance maximale ?;question produit
1695;Votre installateur de fibre optique a percé un conduit d'eau lors du passage des câbles dans ma cave. Maintenant j'ai une infiltration qui endommage mes affaires stockées. Votre entreprise doit réparer les dégâts et indemniser mes biens abîmés;réclamation
1696;L'application de contrôle parental que j'ai installée bloque maintenant l'accès à des sites éducatifs légitimes comme les plateformes scolaires de mes enfants. Comment affiner les filtres pour autoriser le contenu pédagogique tout en gardant la protection ?;problème technique
1697;Merci pour votre programme de fidélité ! Les points accumulés m'ont permis d'obtenir une réduction significative sur ma dernière commande. C'est motivant de voir que vous récompensez la confiance de vos clients réguliers. Je vais parrainer mes amis;autre
1698;Cette enceinte portable résiste-t-elle vraiment aux projections d'eau de mer et au sable fin ? Je pars en vacances en bord de mer et j'aimerais l'emmener à la plage sans risquer de l'endommager. Quelle est sa certification d'étanchéité exacte ?;question produit
1699;Le commercial qui m'a vendu cet abonnement internet m'avait promis un débit de 1Gb/s mais mes tests de connexion n'excèdent jamais 200Mb/s même en ethernet direct. Je me sens trompé sur la marchandise et souhaite une explication claire;réclamation
1700;Mon smartphone se décharge complètement en 4 heures d'utilisation normale depuis la mise à jour vers Android 14. Avant, il tenait facilement une journée entière. J'ai vérifié les applications en arrière-plan mais rien d'anormal. Que puis-je faire ?;problème technique
1701;Votre nouveau magasin de Lyon est magnifique ! L'aménagement moderne et l'accueil chaleureux donnent vraiment envie de découvrir vos produits. L'équipe sur place est compétente et de bon conseil. Félicitations pour cette belle réalisation;autre
1702;Ce purificateur d'air est-il efficace contre les allergènes d'animaux domestiques ? Mon fils est allergique aux chats mais nous ne voulons pas nous séparer de notre compagnon. Quelle surface peut-il traiter et à quelle fréquence changer les filtres ?;question produit
1703;La garantie constructeur de mon lave-linge prétend ne pas couvrir cette panne de carte électronique survenue au bout de 13 mois, arguant d'une mauvaise utilisation. Or, j'ai toujours respecté scrupuleusement le mode d'emploi. Vous devez faire jouer votre influence;réclamation
